"","X_id","Institution.Name","Institution.Address","Outbreak.Setting","Type.of.Outbreak","Causative.Agent.1","Causative.Agent.2","Date.Outbreak.Began","Date.Declared.Over","Active"
"1070",1070,"Scarborough Health Network - Birchmount - 4B-Stroke Unit","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-10","2022-01-29","N"
"1071",1071,"Unity Health Toronto - Houses of Providence - HOP 4 West","3276 St. Clair Avenue East","LTCH","Respiratory","COVID-19","","2022-01-10","2022-02-10","N"
"1072",1072,"Unity Health Toronto - Providence - A4","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-10","2022-01-21","N"
"1073",1073,"University Health Network - Toronto General - ES 9","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-10","2022-01-26","N"
"1074",1074,"Scarborough Health Network - Centenary - 3E Rehab","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-09","2022-02-04","N"
"1075",1075,"Sinai Health System - Hennick Bridgepoint Hospital - 3N","1 Bridgepoint Dr","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-09","2022-02-04","N"
"1076",1076,"Sinai Health System - Mount Sinai - 9S","600 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-09","2022-01-18","N"
"1077",1077,"University Health Network - Toronto Western - 9A Ortho","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-09","2022-01-18","N"
"1078",1078,"Scarborough Health Network - Scarborough General -","3030 Lawrence Ave. E. - CP3 Surgery","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-08","2022-02-01","N"
"1079",1079,"Scarborough Health Network - Scarborough General -","3030 Lawrence Ave. E. - T7 Medicine","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-08","2022-01-26","N"
"1080",1080,"Unity Health Toronto - St. Joseph's - 2M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-08","2022-01-22","N"
"1081",1081,"William Osler Health System - 9E","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-08","2022-01-23","N"
"1082",1082,"Bethseda Home (Belgreen)","67 Belgreen Ave","Retirement Home","Respiratory","COVID-19","","2022-01-07","2022-02-15","N"
"1083",1083,"Delmanor Wynford","187 Wynford Dr","Retirement Home","Respiratory","COVID-19","","2022-01-07","2022-01-25","N"
"1084",1084,"Mon Sheong Home for the Aged - 2nd Fl & Kitchen","36 D'Arcy St","LTCH","Respiratory","COVID-19","","2022-01-07","2022-02-01","N"
"1085",1085,"One Kenton Place","1-3 Kenton Dr","Retirement Home","Respiratory","COVID-19","","2022-01-07","2022-02-08","N"
"1086",1086,"Scarborough Health Network - Centenary - 5E","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-07","2022-01-24","N"
"1087",1087,"Sinai Health System - Mount Sinai - 12S","600 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-07","2022-01-17","N"
"1088",1088,"Unity Health Toronto - St. Joseph's - 4M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-07","2022-02-10","N"
"1089",1089,"Unity Health Toronto - St. Michael's - 14CC","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-07","2022-01-21","N"
"1090",1090,"University Health Network - Lyndhurst - 1B","520 Sutherland Drive","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-07","2022-01-23","N"
"1091",1091,"West Park Healthcare Centre - 2EA-MSCCC","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-07","2022-01-22","N"
"1092",1092,"Ina Grafton Gage Home","40 Bell Estate Rd","LTCH","Respiratory","COVID-19","","2022-01-06","2022-02-16","N"
"1093",1093,"Scarborough Health Network - 3W Margaret Birch Wing (MBW)","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-06","2022-01-23","N"
"1094",1094,"Sunnybrook Health Sciences Centre - St. John's Rehab - A2","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-06","2022-01-15","N"
"1095",1095,"Sunnybrook Health Sciences Centre - Veterans Centre -","2075 Bayview Ave - LGSE","LTCH","Respiratory","COVID-19","","2022-01-06","2022-01-19","N"
"1096",1096,"Unity Health Toronto - St. Joseph's - 2LM","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-06","2022-01-18","N"
"1097",1097,"University Health Network - Lyndhurst - 2B","520 Sutherland Drive","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-06","2022-01-21","N"
"1098",1098,"William Osler Health System - 7E Cardiology","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-06","2022-01-23","N"
"1099",1099,"Atrium at Kew Beach Retirement Residence - 2nd Fl","500 Kingston Rd.","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-05","2022-02-09","N"
"1100",1100,"Forest Hill Place","645 Castlefield Ave","LTCH","Respiratory","COVID-19","","2022-01-05","2022-01-26","N"
"1101",1101,"Humber River Hospital - York Finch - 3rd Fl","2111 Finch Avenue West","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-05","2022-01-24","N"
"1102",1102,"Sage Care Retirement Home","147 Elder Street","Retirement Home","Respiratory","COVID-19","","2022-01-05","2022-02-12","N"
"1103",1103,"Sunnybrook Health Sciences Centre - Bayview Campus - D3","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-05","2022-01-28","N"
"1104",1104,"Sunnybrook Health Sciences Centre - Church Site - A3S","200 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-05","2022-01-17","N"
"1105",1105,"Unity Health Toronto - Houses of Providence - HOP 1 West","3276 St. Clair Avenue East","LTCH","Respiratory","COVID-19","","2022-01-05","2022-01-22","N"
"1106",1106,"Unity Health Toronto - Houses of Providence - HOP 2 East","3276 St. Clair Avenue East","LTCH","Respiratory","COVID-19","","2022-01-05","2022-01-20","N"
"1107",1107,"University Health Network - Toronto General - 7 A & B","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-05","2022-01-16","N"
"1108",1108,"University Health Network - Toronto Western - 5B","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-05","2022-01-27","N"
"1109",1109,"Baycrest Hospital - 5 West","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-04","2022-01-14","N"
"1110",1110,"Belmont House - Dietary","55 Belmont Street","Retirement Home","Respiratory","COVID-19","","2022-01-04","2022-01-31","N"
"1111",1111,"Centre for Addiction and Mental Health - Queen Street Site -","1001 Queen Street West - Unit 3-2","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-04","2022-01-26","N"
"1112",1112,"Michael Garron Hospital - B5 Medicine","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-04","2022-01-13","N"
"1113",1113,"Scarborough Health Network - General Hospital -","3030 Lawrence Ave. E. - 4E Medicine","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-04","2022-01-16","N"
"1114",1114,"Scarborough Health Network - General Hospital -","3030 Lawrence Ave. E. - T2 Nephrology","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-04","2022-01-18","N"
"1115",1115,"St. Hilda's Towers","2339 Dufferin St","Retirement Home","Respiratory","COVID-19","","2022-01-04","2022-01-24","N"
"1116",1116,"University Health Network - Toronto Western - 6A","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-04","2022-01-18","N"
"1117",1117,"University Health Network - Toronto Western - 8A","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-04","2022-02-10","N"
"1118",1118,"West Park Long Term Care Centre - Glenwyld & Raymore Unit","82 Buttonwood Ave","LTCH","Respiratory","COVID-19","","2022-01-04","2022-01-19","N"
"1119",1119,"Extendicare Bayview - South West & East","550 Cummer Ave","LTCH","Respiratory","COVID-19","","2022-01-03","2022-02-21","N"
"1120",1120,"Humber River Hospital - Church (Memorial) - HB","200 Church Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-03","2022-01-18","N"
"1121",1121,"Trillium Health Partners - McCall Continuing Care - 4th Fl","140 Sherway Drive","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-03","2022-01-30","N"
"1122",1122,"Lakeshore Lodge","3197 Lakeshore Blvd","LTCH","Respiratory","COVID-19","","2022-01-02","2022-02-12","N"
"1123",1123,"North York General Hospital - Finch Site - 6 West","2111 Finch Ave W","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-02","2022-01-22","N"
"1124",1124,"Sunnybrook Health Sciences Centre - St. John's Rehab - A4","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-02","2022-01-14","N"
"1125",1125,"Sunnybrook Health Sciences Centre - Veterans Centre -","2075 Bayview Ave - LGSW","LTCH","Respiratory","COVID-19","","2022-01-02","2022-01-19","N"
"1126",1126,"Trillium Health Partners - Church Site - 6B","200 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-02","2022-01-27","N"
"1127",1127,"Unity Health Toronto - St. Joseph's - 4L","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-02","2022-01-15","N"
"1128",1128,"Unity Health Toronto - St. Joseph's - 6M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-02","2022-01-18","N"
"1129",1129,"University Health Network - Bickle Centre - South 4","130 Dunn Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-02","2022-02-03","N"
"1130",1130,"Carefirst Transitional Care Centre","300 Silver Star Blvd","Retirement Home","Respiratory","COVID-19","","2022-01-01","2022-01-19","N"
"1131",1131,"Humber River Hospital - York Finch - 6E","2111 Finch Avenue West","Hospital-Chronic Care","Respiratory","COVID-19","","2022-01-01","2022-01-25","N"
"1132",1132,"Scarborough Health Network - Scarborough General -","3030 Lawrence Ave. E - 3C - General Surgery","Hospital-Acute Care","Respiratory","COVID-19","","2022-01-01","2022-01-31","N"
"1133",1133,"The Teddington","4 Teddington Park Avenue","Retirement Home","Respiratory","COVID-19","","2022-01-01","2022-02-08","N"
